feature_idx,C_score,C_mean_pos,C_mean_neg,C_entropy,Q_score,Q_mean_pos,Q_mean_neg,Q_entropy,output_output_score,output_prob,output_rank,output_steering_scale,output_top_token_ids,output_top_tokens,output_prompt
161,0.0004949671565555,0.3395833373069763,0.0003792365314438,0.0508475415408611,7.27582619219902e-06,0.0127136083319783,0.0003763409040402,0.268509030342102,0.000664943053201,0.0006653684540651,82.0,26.625,"[4587, 6089, 91182, 118235, 10125, 1054, 13336, 5042, 32992, 54233]","[' please', ' directly', ' imposs', ' вообще', '139', ' “', ' possibility', ' simply', ' feas', ' PLEASE']","In my experience,"
19061,0.0007094910251908,0.1239583417773246,0.0083951279520988,0.2030332684516906,-1.280162268813001e-05,0.0,0.0083998618647456,-0.0,0.0005954931623663,0.0005958973779343,87.0,19.875,"[6847, 47091, 126063, 100603, 32992, 30194, 38367, 21676, 126004, 126571]","[' easily', ' Easily', '์ได', 'ได', ' feas', ' anytime', 'asily', ' safely', 'ันได', ' snadno']","In my experience,"
79996,0.0014921079855412,0.251953125,0.0434638373553752,0.2155164629220962,-5.7234086852986366e-05,0.0095323473215103,0.0434809103608131,0.4120766818523407,0.0001070440839605,0.0001073302846634,342.0,31.6875,"[6261, 60005, 58996, 114355, 22479, 701, 7752, 110310, 85590, 89183]","[' yourself', ' Yourself', ' yourselves', ' можете', 'your', ' your', ' guys', '你的', 'nge', ' hebt']","In my experience,"
44904,0.0056968051940202,1.0190104246139526,0.6755020618438721,0.2300062179565429,0.0015684402314946,1.1438519954681396,0.6752916574478149,0.9876325130462646,3.070178621728923e-05,3.0723105737706646e-05,89.0,23.71875,"[46431, 46249, 97282, 12515, 30848, 79946, 62904, 123601, 80394, 201]","['\xading', '&apos', '\xadi', '...\n', ' \u200b', ' ¶', ' �', '。本', 'afone', '\r']","In my experience,"
93827,0.0063103819265961,0.9583333730697632,0.0148842735216021,0.2302664369344711,0.0015818681567907,0.7116281390190125,0.0145753985270857,0.9803150296211244,9.78464379817571e-06,1.0547126294113696e-05,9272.0,19.21875,"[5681, 17197, 79636, 7662, 29233, 66030, 96173, 14602, 6757, 63193]","['�', 'ToolStripMenuItem', 'brtc', '-lg', '-wsj', 'DataGridViewTextBoxColumn', ' utrecht', 'ittest', 'rial', ' iii']","In my experience,"
114050,0.0036408577580004,0.7651042342185974,0.0056409826502203,0.1662036478519439,0.0007635473739355,0.3743321597576141,0.005479612853378,0.896799623966217,8.49712114588892e-06,8.96591336640995e-06,6706.0,16.78125,"[73463, 62619, 5879, 97282, 91374, 63102, 124211, 97308, 89052, 16067]","[' \u200b\u200b', '\ufeff\n', '\xad', '\xadi', ' gezocht', ' nackte', '给我', 'erah', 'ью', '\u200b']","In my experience,"
1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,3.7855838707524735e-06,4.252266990079079e-06,14076.0,0.0,"[47962, 95959, 14091, 1100, 25240, 44435, 5687, 92538, 7090, 37161]","[' dissent', 'conde', ' diss', 'yp', 'ippi', 'ovel', ' staff', 'ecast', ' panel', 'brush']","In my experience,"
107804,0.0022987814154475,0.3513020873069763,0.0004484648525249,0.2280757427215576,0.0001503464009147,0.1942627429962158,0.0003632497100625,0.3378252387046814,3.4356021385311656e-06,4.277277639630484e-06,25238.0,19.875,"[3516, 58640, 44058, 89569, 1520, 15574, 48506, 2968, 10012, 62998]","['lem', ' FactoryGirl', 'stown', ' FactoryBot', ' help', '257', ' Lem', 'ability', 'igure', 'quoi']","In my experience,"
63851,0.003876115893945,0.6287760734558105,0.0152109060436487,0.2160845845937729,0.0009956101421266,0.4588265419006347,0.0150143494829535,0.9653873443603516,2.916759013747132e-06,3.115147592325229e-06,8168.0,14.8125,"[5380, 87527, 111972, 82028, 25188, 1980, 1981, 28413, 46249, 74630]","['?\n', ')?\n', '�n', ' Uncategorized', 'borg', '?\n\n', '…', 'onders', '&apos', ')?\n\n']","In my experience,"
657,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.8147055268333587e-06,3.260326138843084e-06,17530.0,0.0,"[470, 4541, 74018, 98249, 7141, 7197, 32019, 47340, 13136, 3141]","[' com', ' necess', ' Batter', '(*)(', 'ih', 'ker', ' Sugar', ' SEEK', 'ulp', 'eb']","In my experience,"
252,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.622893607208329e-06,3.062792757191346e-06,18421.0,0.0,"[62536, 44785, 81707, 99155, 52171, 32941, 91538, 7758, 98249, 32280]","['nonnull', 'orgot', 'agos', ' Flesh', 'atoi', 'etur', '_fds', 'etadata', '(*)(', 'bps']","In my experience,"
610,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.73541593343744e-06,2.138174068022636e-06,24159.0,0.0,"[75397, 71435, 18291, 86090, 22809, 6717, 15134, 14046, 93529, 127186]","['Charsets', 'aea', 'azi', 'datagrid', 'TM', '/lic', '311', 'tm', 'lac', '스티']","In my experience,"
36082,0.0008032918558456,0.1236979216337204,0.0004279113491065,0.2264625877141952,6.667763045697939e-06,0.0130200702697038,0.0004231763305142,0.2442623525857925,1.5677663199075644e-06,2.2275137325777905e-06,37987.0,15.9375,"[90680, 112248, 83523, 2484, 86417, 8336, 12593, 6077, 18114, 92984]","['issional', ' عد', 'ionales', 'source', 'StackNavigator', ' sources', ' comparison', 'ż', ' WHETHER', 'jabi']","In my experience,"
66823,0.0020946690347045,0.3265625238418579,0.0484048090875148,0.2313748151063919,-6.458896677941084e-05,0.0234923884272575,0.0484183393418788,0.1703506559133529,1.4956067363660216e-06,2.1860139440832427e-06,40507.0,91.125,"[5380, 48469, 95532, 30, 1980, 15850, 46449, 51905, 7673, 107315]","['?\n', '?""\n', '？\n', '?', '?\n\n', '?\n\n\n\n', '?\r\n', '?)\n', '?""', '؟\n']","In my experience,"
666,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,9.470687939928798e-07,1.2968680493941065e-06,34594.0,0.0,"[84658, 80219, 127528, 4705, 63743, 61240, 87164, 63812, 68633, 86783]","['/ay', ' Rudy', ' засід', 'adata', ' injector', '.dtd', 'throat', 'Envelope', '#SBATCH', ' Clifford']","In my experience,"
406,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,6.530955305149069e-07,9.637506082071925e-07,41342.0,0.0,"[245, 109462, 26862, 107588, 42234, 2158, 3595, 97066, 68028, 61590]","['�', 'deme', 'apons', 'นวน', 'itecture', 'ftware', 'pond', 'posables', 'rette', 'argout']","In my experience,"
267,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.6207368054451944e-07,4.884050213149749e-07,59435.0,0.0,"[32055, 97428, 76058, 54553, 36473, 43624, 33244, 68022, 88425, 35371]","['atti', '_sibling', 'ceptar', 'acier', 'insula', 'änner', 'TAG', 'cassert', ' Chung', 'ünd']","In my experience,"
524,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.3202524260750415e-07,4.4818563083026685e-07,61858.0,0.0,"[34946, 49695, 54999, 6048, 72460, 59064, 116716, 28003, 4194, 116278]","['ocy', ' limbs', ' Gest', 'ober', ' Pall', 'chy', 'оруж', ' mim', '\xa0', 'kova']","In my experience,"
162,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.2439748748890857e-07,4.378034645924345e-07,62518.0,0.0,"[79791, 65831, 47961, 47192, 117122, 112270, 90393, 96224, 40095, 43011]","['iland', '.UnitTesting', 'ALLE', '.synthetic', '樓', 'olik', 'ActivityIndicatorView', 'packing', 'uteur', 'amat']","In my experience,"
34814,0.0027827150188386,0.6106771230697632,0.0022165647242218,0.1589706987142563,0.0009079845040105,0.4233249723911285,0.0020301870536059,0.9359966516494752,1.969477955110599e-07,4.032782499052701e-07,65620.0,13.5,"[118470, 66338, 11951, 113012, 4726, 27575, 36507, 117967, 2485, 6823]","[' konkrét', '환', ' specifically', '\u202f', ' further', ' Footer', 'VERR', 'onavir', 'https', '�']","In my experience,"
63916,0.003571112640202,0.5414062738418579,0.0047365026548504,0.2302981168031692,0.0028111240826547,1.2501325607299805,0.0041752327233552,0.9801629185676576,1.9051817950201385e-07,4.34888846712056e-07,72069.0,19.125,"[3522, 22886, 20583, 17868, 11974, 17234, 43351, 41644, 34372, 65167]","['gether', 'bidden', 'theless', 'itionally', 'bsites', 'arLayout', 'stantiate', 'terior', 'tempts', 'nger']","In my experience,"
75,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.809453536326912e-07,3.774101458020596e-07,66765.0,0.0,"[70806, 35402, 76027, 60375, 47789, 45032, 85142, 10399, 109598, 114346]","['_PARSE', 'anship', 'rouch', ' brow', 'rott', 'abra', ' Shutterstock', 'blank', ' بط', ' έκ']","In my experience,"
636,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.4685124894330496e-07,3.278996132394241e-07,70816.0,0.0,"[18080, 45860, 82411, 63075, 114, 49693, 75435, 81130, 77827, 92472]","['tery', 'otechn', ' Sick', ""'gc"", '�', ' Ment', 'AREST', 'anter', 'qd', ' nudity']","In my experience,"
287,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.322886396959699e-07,2.959344840292033e-07,70923.0,2.80078125,"[118300, 52334, 33227, 46313, 40879, 20938, 119616, 62031, 86421, 86771]","[' дот', ' onBind', '-labelledby', 'umat', 'SPI', 'ibt', 'опис', 'lok', '・・・\n\n', ' Gim']","In my experience,"
44486,0.0033907508477568,1.1239583492279053,0.0013050163397565,0.1051800549030304,-2.0034315184602747e-06,0.0,0.0013145635602995,-0.0,1.2127622619524306e-07,2.993188559230475e-07,76290.0,21.9375,"[86524, 124211, 37046, 111230, 81111, 121072, 757, 44404, 856, 71064]","['resher', '给我', '我', '一下', ' Mercer', 'ikler', ' me', 'NX', ' my', 'FetchRequest']","In my experience,"
184,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,7.167731015077021e-08,2.068037048275073e-07,83803.0,0.0,"[22750, 98667, 23460, 66187, 122550, 62415, 63102, 53733, 11591, 119588]","['912', 'ucz', ' welfare', ' Welfare', ' Vak', 'IRQ', ' nackte', 'ereg', ' hel', 'χω']","In my experience,"
451,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,6.562163845248124e-08,1.957978099653701e-07,85271.0,0.0,"[118804, 105172, 24379, 118990, 81112, 51348, 17385, 17675, 101631, 27476]","['ンフ', 'ěř', ' nearest', 'indir', 'trfs', 'øy', ' migrationBuilder', 'onde', ' обла', 'onn']","In my experience,"
419,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,5.0453919196250923e-08,1.6682180614679964e-07,89466.0,0.0,"[48049, 76626, 122029, 41077, 80389, 126562, 89910, 81119, 34339, 6809]","['orgia', ' Tenn', 'chyb', 'alars', 'itoris', ' Čer', 'vero', '-valu', '\\Migrations', 'orge']","In my experience,"
25311,0.0002514900988899,0.0648437514901161,0.0425652042031288,0.1700044423341751,-3.040316005353816e-05,0.0198925994336605,0.042575679719448,0.7538941502571106,3.7383224260678515e-08,1.9026280995149136e-07,103056.0,20.71875,"[46752, 28624, 115235, 4696, 1054, 126459, 109403, 108839, 12996, 40902]","[' aforementioned', ' […]', '\xa0in', ' …', ' “', ' […]\n', '\xa0s', '\xa0d', ' […]\n\n', ' fist']","In my experience,"
465,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,3.52824816087667e-08,1.3509642826647905e-07,94760.0,0.0,"[40493, 25476, 24609, 23714, 42896, 67022, 4726, 103897, 86977, 90292]","['ibi', '979', '975', 'imits', ' Fans', ' norge', ' further', '�', 'fans', ' danmark']","In my experience,"
164,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,3.3346667346607084e-08,1.3068445525732386e-07,95529.0,0.0,"[28006, 13839, 106624, 126952, 21799, 75950, 86576, 33719, 45803, 8755]","['astes', ' solo', 'しく', '幹線', 'emark', 'contres', ' Controllers', 'uder', 'mits', ' fant']","In my experience,"
320,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,6.044184074285434e-09,5.127681390604266e-08,113138.0,0.0,"[88862, 96581, 27105, 80077, 49820, 57821, 63502, 78277, 46748, 37742]","['iddled', '.AddParameter', 'uran', ' Hwy', ' screenshots', 'ritz', 'jak', 'rush', 'zzo', '-------------</']","In my experience,"
306,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,4.184177850504339e-09,4.250997420740532e-08,115632.0,0.0,"[118801, 116366, 13559, 58176, 37526, 99716, 46140, 101984, 95826, 26062]","['丘', '晴', 'asse', 'luetooth', 'lique', 'ezier', 'rale', 'oleč', 'iode', '�回']","In my experience,"
31,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,3.291761861980985e-09,3.76617492747755e-08,117046.0,0.0,"[122833, 101747, 87560, 121705, 77767, 19285, 38647, 16649, 35232, 27710]","[' Karlov', 'ezi', 'buie', 'tainment', 'ruk', 'nan', 'eurs', 'nable', '/xhtml', 'keit']","In my experience,"
111275,0.0042328471317887,0.7365885972976685,0.270646333694458,0.2197501957416534,0.0004904975648969,0.4223621189594269,0.2705811262130737,0.9296788573265076,3.2584713015805922e-09,4.374369311221926e-09,32718.0,28.6875,"[41519, 109455, 82000, 31642, 58643, 101187, 49589, 57290, 70600, 89026]","['��', '��', '.scalablytyped', ' EXEMPLARY', ' jadx', '��', 'taboola', 'turnstile', ' STDCALL', ' TMPro']","In my experience,"
200,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.2180946966047875e-09,3.00088558446987e-08,118776.0,2.51953125,"[4336, 114262, 14310, 21856, 6643, 51259, 18599, 2392, 99233, 78205]","['ows', '緒', 'occ', '598', 'izontal', 'uges', 'lad', 'tes', ' Manson', 'ョ']","In my experience,"
626,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.9240938070198233e-09,2.8876266711108656e-08,119710.0,0.0,"[944, 34106, 19818, 108557, 25, 1981, 812, 44948, 3244, 17319]","['ern', 'orum', 'akan', ' صح', ':', '…', 'ents', ' crafts', 'ón', 'sb']","In my experience,"
5735,0.0024896981194615,0.4888021051883697,0.0906368419528007,0.1873271465301513,0.0007647533202543,0.4128389060497284,0.0904937162995338,0.9509111046791076,1.549710483026926e-09,1.0603908862094611e-08,109512.0,19.78125,"[23002, 126941, 126720, 84677, 63102, 76787, 97663, 63122, 27046, 38241]","[' erotische', ' bát', ' dán', ' meiden', ' nackte', ' treff', ' erotisch', ' geil', ' :)', ' aka']","In my experience,"
474,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,6.717272344645896e-10,1.751434197672097e-08,123337.0,0.0,"[942, 6147, 38448, 1251, 6901, 3725, 1752, 51028, 42770, 14744]","['son', 'ening', 'sons', 'ning', 'ened', 'fully', 'less', 'sville', ' Prec', 'sis']","In my experience,"
44823,0.0044596847146749,0.8175781965255737,0.3966888785362243,0.215837225317955,0.0010903824586421,0.7722276449203491,0.396521508693695,0.9544163346290588,4.6515019962857466e-10,6.520033224433065e-08,127341.0,37.3125,"[10416, 90578, 117054, 126459, 107124, 46433, 38706, 1981, 66621, 21060]","[' […', '…\n', ' …\n', ' […]\n', 'орая', ' Â', '\tthrows', '…', ' ….', '….']","In my experience,"
